Name,RA,Dec,D,z,Origin,F60,F70,F100,F160,F250,F350,F500,sigma60,sigma70,sigma100,sigma160,sigma250,sigma350,sigma500,L_IR
F13564+3741,58:35.8,+37:26:20.5,1.768278e+24,0.011609999999999999,GOALS,,12880.0,20720.0,22650.0,11930.0,5187.0,1856.0,,440.0,700.0,810.0,780.0,338.0,122.0,11.08
F14179+4927,19:43.3,+49:14:11.9,3.521126e+24,0.02574,GOALS,,6514.0,7450.0,4904.0,1789.0,688.0,175.0,,326.0,373.0,246.0,120.0,48.0,15.0,11.39
F14280+3126,30:10.4,+31:12:55.8,1.814568e+24,0.01188,GOALS,,15030.0,22880.0,21090.0,8748.0,3369.0,994.0,,690.0,1050.0,950.0,538.0,207.0,62.0,11.13
F14348-1447,37:38.3,-15:00:24.2,1.0193058e+25,0.08273,GOALS,,8260.0,8385.0,5475.0,1967.0,728.0,217.0,,373.0,376.0,239.0,117.0,44.0,14.0,12.39
F14378-3651,40:59.0,-37:04:32.0,8.529703999999999e+24,0.06763999999999999,GOALS,,6857.0,6661.0,3917.0,1376.0,547.0,158.0,,305.0,294.0,167.0,76.0,30.0,10.0,12.23
F14423-2039,45:10.0,-20:53:30.9,2.0120720000000002e+24,0.01375,GOALS,,16940.0,27320.0,25930.0,11610.0,4630.0,1582.0,,620.0,1000.0,960.0,560.0,217.0,70.0,11.15
F14547+2449,57:00.5,+24:36:45.2,4.5209900000000003e+24,0.03367,GOALS,,8788.0,14700.0,13890.0,6588.0,2617.0,911.0,,440.0,740.0,690.0,432.0,173.0,62.0,11.74
F14544-4255,57:43.3,-43:07:56.3,2.39165e+24,0.01589,GOALS,,9106.0,12890.0,12290.0,6015.0,2427.0,803.0,,457.0,650.0,620.0,394.0,161.0,56.0,11.23
F15107+0724,13:13.1,+07:13:32.1,1.9657820000000002e+24,0.013000000000000001,GOALS,,27650.0,31670.0,21830.0,8430.0,3225.0,1059.0,,1280.0,1450.0,990.0,528.0,204.0,68.0,11.35
F15163+4255,18:06.2,+42:44:41.5,5.221512e+24,0.03984,GOALS,,9027.0,9120.0,5581.0,2284.0,863.0,254.0,,452.0,456.0,279.0,137.0,53.0,16.0,11.92
15206-6256,24:58.0,-63:07:29.4,3.9901980000000004e+24,0.02928,GOALS,,12540.0,14610.0,10870.0,3970.0,1674.0,505.0,,570.0,660.0,470.0,242.0,109.0,39.0,11.74
F15250+3608,26:59.4,+35:58:37.8,7.039166000000001e+24,0.05516,GOALS,,7158.0,5787.0,3031.0,1034.0,385.0,124.0,,324.0,260.0,133.0,61.0,23.0,8.0,12.08
F15276+1309,30:00.9,+12:59:22.1,2.015158e+24,0.013359999999999999,GOALS,,10750.0,16340.0,14970.0,6603.0,2715.0,870.0,,540.0,820.0,750.0,431.0,167.0,56.0,11.14
F15437+0234,46:16.4,+02:24:55.6,1.938008e+24,0.01281,GOALS,,12060.0,16810.0,14250.0,6071.0,2435.0,831.0,,600.0,840.0,710.0,398.0,150.0,50.0,11.13
F16030+2040,05:12.9,+20:32:33.0,2.3206720000000003e+24,0.01581,GOALS,,7689.0,10160.0,8128.0,3317.0,1412.0,483.0,,385.0,510.0,407.0,218.0,88.0,31.0,11.09
F16104+5235,11:40.8,+52:27:27.2,3.9871119999999997e+24,0.02984,GOALS,,7800.0,9269.0,7033.0,2666.0,1028.0,288.0,,352.0,416.0,307.0,161.0,63.0,19.0,11.58
F16164-0746,19:11.8,-07:54:03.0,3.743318e+24,0.02715,GOALS,,13290.0,15030.0,10210.0,3581.0,1266.0,407.0,,610.0,680.0,450.0,220.0,80.0,28.0,11.62
F16284+0411,30:54.9,+04:04:41.3,3.481008e+24,0.02449,GOALS,,9151.0,12460.0,10040.0,3618.0,1423.0,492.0,,406.0,550.0,440.0,240.0,96.0,36.0,11.45
16304-6030,34:52.6,-60:37:08.0,1.4504200000000002e+24,0.010879999999999999,GOALS,,21200.0,32320.0,29290.0,12910.0,5096.0,1678.0,,1060.0,1620.0,1470.0,840.0,334.0,112.0,11.14
F16330-6820,38:12.6,-68:26:42.3,5.974496e+24,0.046439999999999995,GOALS,,9444.0,13320.0,10750.0,4501.0,1788.0,551.0,,429.0,600.0,470.0,266.0,107.0,33.0,11.98
F16399-0937,42:40.1,-09:43:13.7,3.7464040000000004e+24,0.027010000000000003,GOALS,,9368.0,10800.0,8302.0,3527.0,1333.0,435.0,,436.0,500.0,379.0,218.0,88.0,34.0,11.63
F16443-2915,47:30.2,-29:20:14.2,2.9749040000000005e+24,0.020880000000000003,GOALS,,13830.0,16540.0,12610.0,5356.0,2175.0,773.0,,560.0,640.0,450.0,262.0,107.0,38.0,11.37
F16504+0228,52:58.9,+02:24:03.3,3.4100300000000003e+24,0.024480000000000002,GOALS,,26480.0,28030.0,19000.0,7026.0,2834.0,874.0,,1220.0,1280.0,850.0,437.0,177.0,56.0,11.93
F16516-0948,54:23.7,-09:53:20.9,3.156978e+24,0.02253,GOALS,,5698.0,8243.0,7099.0,3353.0,1232.0,434.0,,286.0,413.0,356.0,203.0,79.0,30.0,11.31
F16577+5900,58:27.8,+58:56:47.5,2.5891540000000004e+24,0.01835,GOALS,,12940.0,22530.0,22710.0,11600.0,4599.0,1495.0,,550.0,980.0,990.0,760.0,303.0,101.0,11.37
F17132+5313,14:20.5,+53:10:31.6,6.483686e+24,0.05094,GOALS,,6210.0,6980.0,5474.0,2009.0,780.0,226.0,,311.0,349.0,239.0,122.0,48.0,16.0,11.96
F17138-1017,16:35.7,-10:20:40.5,2.505832e+24,0.01734,GOALS,,18510.0,21720.0,15620.0,5423.0,1875.0,531.0,,860.0,1000.0,700.0,332.0,117.0,35.0,11.49
F17207-0014,23:22.0,-00:17:00.7,5.619606e+24,0.04281,GOALS,,38090.0,37910.0,23070.0,7959.0,2907.0,890.0,,1740.0,1720.0,1020.0,485.0,180.0,54.0,12.46
F17222-5953,26:43.3,-59:55:55.2,2.910098e+24,0.02078,GOALS,,9930.0,11000.0,8861.0,3340.0,1240.0,370.0,,497.0,550.0,386.0,202.0,77.0,25.0,11.41
F17530+3447,54:51.8,+34:46:34.2,2.3145e+24,0.016280000000000003,GOALS,,7636.0,11710.0,10970.0,5299.0,2103.0,689.0,,382.0,590.0,550.0,322.0,130.0,42.0,11.11
F17548+2401,56:56.7,+24:01:02.0,2.771228e+24,0.01983,GOALS,,8282.0,10450.0,7845.0,2961.0,998.0,302.0,,374.0,470.0,342.0,183.0,64.0,21.0,11.2
17578-0400,00:28.6,-04:01:16.3,2.06762e+24,0.01404,GOALS,,34700.0,39780.0,27580.0,11120.0,4300.0,1306.0,,1620.0,1840.0,1260.0,650.0,250.0,78.0,11.48
18090+0130,11:35.9,+01:31:41.3,3.906876e+24,0.02889,GOALS,,9912.0,14190.0,12240.0,5010.0,1869.0,590.0,,367.0,530.0,450.0,242.0,94.0,33.0,11.65
F18131+6820,12:57.5,+68:21:38.7,2.851464e+24,0.02065,GOALS,,8257.0,12080.0,11240.0,5331.0,2159.0,661.0,,414.0,600.0,560.0,350.0,143.0,48.0,11.29
F18093-5744,13:39.6,-57:44:00.9,2.3669620000000003e+24,0.01735,GOALS,,23870.0,28180.0,20080.0,8029.0,2935.0,928.0,,1190.0,1410.0,1000.0,526.0,196.0,65.0,11.62
F18145+2205,16:37.3,+22:06:42.6,2.5675520000000004e+24,0.018680000000000002,GOALS,,7918.0,12440.0,11560.0,5753.0,2229.0,712.0,,315.0,490.0,450.0,273.0,108.0,35.0,11.18
F18293-3413,32:41.1,-34:11:27.0,2.56138e+24,0.01818,GOALS,,45710.0,59130.0,45840.0,17220.0,6454.0,1987.0,,2110.0,2710.0,2070.0,1070.0,400.0,122.0,11.88
F18329+5950,33:36.0,+59:53:20.3,3.777264e+24,0.0286,GOALS,,10330.0,13920.0,11250.0,4664.0,1782.0,537.0,,520.0,700.0,560.0,305.0,118.0,38.0,11.65
F18341-5732,38:25.8,-57:29:25.4,2.1972320000000002e+24,0.015609999999999999,GOALS,,19060.0,25410.0,20510.0,8450.0,3257.0,1051.0,,880.0,1160.0,920.0,525.0,203.0,66.0,11.35
F18425+6036,43:12.5,+60:39:11.6,1.876288e+24,0.01323,GOALS,,12910.0,19130.0,16800.0,7422.0,2863.0,945.0,,650.0,960.0,840.0,485.0,188.0,59.0,11.12
F19120+7320,10:59.2,+73:25:04.2,3.3174500000000003e+24,0.02511,GOALS,,9262.0,11900.0,9766.0,4003.0,1516.0,568.0,,296.0,380.0,309.0,263.0,102.0,41.0,11.49
F19115-2124,14:31.1,-21:19:06.3,6.227548000000001e+24,0.04873,GOALS,,7972.0,10620.0,8597.0,3371.0,1278.0,489.0,,363.0,480.0,380.0,203.0,79.0,30.0,11.93
F19297-0406,32:22.3,-04:00:01.1,1.0341186e+25,0.08573,GOALS,,7982.0,8114.000000000001,5121.0,1833.0,766.0,225.0,,400.0,406.0,257.0,121.0,46.0,17.0,12.45
19542+1110,56:35.8,+11:19:04.9,8.026686000000001e+24,0.06496,GOALS,,6720.0,6516.0,3851.0,1265.0,495.0,126.0,,300.0,289.0,165.0,75.0,30.0,9.0,12.12
F19542-3804,57:37.6,-37:56:08.4,2.632358e+24,0.0192,GOALS,,7396.0,10690.0,9839.0,4448.0,1695.0,591.0,,340.0,490.0,440.0,277.0,108.0,39.0,11.2
F20221-2458,25:06.6,-24:48:32.9,1.5152260000000002e+24,0.01064,GOALS,,18350.0,31390.0,31710.0,16379.999999999998,6890.0,2378.0,,920.0,1570.0,1590.0,1070.0,448.0,155.0,11.11
20264+2533,28:32.0,+25:43:42.3,1.962696e+24,0.0139,GOALS,,12920.0,17710.0,13350.0,5719.0,2085.0,669.0,,530.0,730.0,550.0,291.0,112.0,40.0,11.11
F20304-0211,33:06.1,-02:01:38.9,2.644702e+24,0.01961,GOALS,,8895.0,15940.0,16620.0,7808.0,3102.0,998.0,,446.0,800.0,830.0,509.0,204.0,67.0,11.32
20351+2521,37:17.7,+25:31:37.5,4.3605180000000004e+24,0.0337,GOALS,,6993.0,9142.0,7280.0,3280.0,1266.0,347.0,,350.0,457.0,364.0,196.0,77.0,22.0,11.61
F20550+1655,57:24.0,+17:07:41.6,4.629e+24,0.0361,GOALS,,11790.0,10680.0,6199.0,2128.0,810.0,242.0,,590.0,530.0,310.0,140.0,51.0,18.0,11.94
F20551-4250,58:26.8,-42:39:00.5,5.474564e+24,0.043,GOALS,,12640.0,10410.0,5749.0,1840.0,631.0,182.0,,560.0,460.0,246.0,111.0,39.0,13.0,12.06
F21008-4347,04:11.1,-43:35:36.1,2.3577040000000004e+24,0.01736,GOALS,,9498.0,12800.0,10420.0,3994.0,1470.0,404.0,,436.0,580.0,470.0,242.0,91.0,26.0,11.2
21101+5810,11:29.3,+58:23:07.9,4.974632e+24,0.03904,GOALS,,8068.0,8705.0,5753.0,2000.0,749.0,195.0,,365.0,391.0,251.0,122.0,49.0,15.0,11.81
F21330-3846,36:10.7,-38:32:37.8,2.549036e+24,0.01906,GOALS,,6422.0,8031.000000000001,6587.0,2721.0,1058.0,354.0,,322.0,402.0,330.0,179.0,72.0,24.0,11.14
F22118-2742,14:40.0,-27:27:50.3,2.305242e+24,0.0174,GOALS,,7027.0,11890.0,11530.0,5478.0,2083.0,773.0,,352.0,590.0,580.0,358.0,138.0,50.0,11.08
F22132-3705,16:09.1,-36:50:37.2,1.5491720000000002e+24,0.01141,GOALS,,24340.0,37570.0,34580.0,14970.0,5763.0,1892.0,,1220.0,1880.0,1730.0,980.0,377.0,125.0,11.24
F22287-1917,31:25.5,-19:02:04.0,3.231042e+24,0.02504,GOALS,,7429.0,10360.0,9241.0,3991.0,1658.0,488.0,,339.0,470.0,409.0,243.0,103.0,31.0,11.34
F22389+3359,41:12.2,+34:14:56.8,2.765056e+24,0.02139,GOALS,,10700.0,14700.0,12310.0,5086.0,2031.0000000000002,611.0,,480.0,660.0,540.0,305.0,121.0,36.0,11.35
F22467-4906,49:39.8,-48:50:58.3,5.419016e+24,0.04303,GOALS,,8041.0,7847.0,4975.0,1799.0,700.0,256.0,,363.0,352.0,217.0,107.0,42.0,16.0,11.84
F22491-1808,51:49.4,-17:52:24.9,9.325892e+24,0.07776,GOALS,,5642.0,4975.0,2715.0,841.0,309.0,82.0,,252.0,221.0,116.0,49.0,18.0,6.0,12.2
F23007+0836,03:16.8,+08:53:00.9,2.0984800000000002e+24,0.016319999999999998,GOALS,,33690.0,40180.0,29830.0,11160.0,4216.0,1266.0,,1430.0,1650.0,1160.0,730.0,278.0,87.0,11.65
F23024+1916,04:56.6,+19:33:07.1,3.200182e+24,0.0251,GOALS,,9269.0,11420.0,9233.0,4418.0,1749.0,609.0,,422.0,520.0,409.0,272.0,111.0,38.0,11.38
F23128-5919,15:46.7,-59:03:15.8,5.628864e+24,0.0446,GOALS,,11970.0,11140.0,6028.0,1855.0,655.0,186.0,,540.0,500.0,267.0,110.0,39.0,13.0,12.06
F23135+2517,16:00.7,+25:33:24.3,3.477922e+24,0.02742,GOALS,,10320.0,11530.0,8070.0,3042.0,1110.0,336.0,,470.0,520.0,357.0,184.0,69.0,22.0,11.6
F23133-4251,16:10.8,-42:35:05.5,7.15952e+23,0.00536,GOALS,,92920.0,116300.0,88010.0,35640.0,13740.0,4226.0,,4650.0,5800.0,4400.0,2320.0,900.0,276.0,11.11
F23157+0618,18:14.9,+06:34:17.8,2.1324259999999999e+24,0.01653,GOALS,,10040.0,14490.0,13860.0,7067.0,2944.0,973.0,,470.0,680.0,650.0,440.0,186.0,64.0,11.12
F23157-0441,18:22.2,-04:24:57.4,3.11686e+24,0.02444,GOALS,,8700.0,10440.0,7602.0,2916.0,1179.0,355.0,,435.0,520.0,380.0,192.0,73.0,24.0,11.4
F23180-6929,21:04.6,-69:12:54.1,5.29249e+24,0.04156,GOALS,,6716.0,9141.0,7056.0,3113.0,1254.0,406.0,,337.0,458.0,353.0,205.0,84.0,25.0,11.76
F23254+0830,27:57.7,+08:46:51.0,3.684684e+24,0.028919999999999998,GOALS,,5865.0,8328.0,7663.0,3566.0,1424.0,445.0,,295.0,418.0,384.0,232.0,94.0,31.0,11.56
23262+0314,28:46.6,+03:30:41.4,2.200318e+24,0.01714,GOALS,,9077.0,11740.0,8976.0,3367.0,1287.0,496.0,,413.0,530.0,397.0,207.0,79.0,31.0,11.11
23262+0314,28:46.6,+03:30:41.4,2.200318e+24,0.01714,GOALS,,409.0,770.0,971.0,746.0,384.0,151.0,,28.0,43.0,51.0,51.0,29.0,14.0,11.11
23262+0314,29:03.9,+03:31:59.9,2.200318e+24,0.01714,GOALS,,9077.0,11740.0,8976.0,3367.0,1287.0,496.0,,413.0,530.0,397.0,207.0,79.0,31.0,11.11
23262+0314,29:03.9,+03:31:59.9,2.200318e+24,0.01714,GOALS,,409.0,770.0,971.0,746.0,384.0,151.0,,28.0,43.0,51.0,51.0,29.0,14.0,11.11
F23365+3604,39:01.3,+36:21:08.2,7.816838e+24,0.06448,GOALS,,8070.0,8315.0,5222.0,1901.0,707.0,195.0,,365.0,373.0,228.0,113.0,42.0,12.0,12.2
F23394-0353,42:00.9,-03:36:54.4,2.851464e+24,0.02324,GOALS,,6181.0,8292.0,6863.0,2932.0,1226.0,402.0,,279.0,372.0,299.0,180.0,76.0,26.0,11.27
F23394-0353,42:00.9,-03:36:54.4,2.851464e+24,0.02324,GOALS,,722.0,1422.0,1988.0,1328.0,555.0,178.0,,31.0,56.0,82.0,87.0,38.0,14.0,11.27
F23394-0353,41:46.0,-03:39:42.3,2.851464e+24,0.02324,GOALS,,6181.0,8292.0,6863.0,2932.0,1226.0,402.0,,279.0,372.0,299.0,180.0,76.0,26.0,11.27
F23394-0353,41:46.0,-03:39:42.3,2.851464e+24,0.02324,GOALS,,722.0,1422.0,1988.0,1328.0,555.0,178.0,,31.0,56.0,82.0,87.0,38.0,14.0,11.27
23436+5257,46:05.4,+53:14:01.7,4.298798000000001e+24,0.03413,GOALS,,6576.0,7540.0,5213.0,1872.0,684.0,243.0,,294.0,335.0,223.0,112.0,43.0,17.0,11.57
F23444+2911,47:01.7,+29:28:16.2,2.194146e+24,0.01708,GOALS,,7612.0,13520.0,15050.0,8038.0,3524.0,1157.0,,274.0,500.0,590.0,524.0,233.0,80.0,11.07
F23488+1949,51:13.6,+20:07:41.2,1.80531e+24,0.01427,GOALS,,27610.0,43180.0,40130.0,18970.0,7501.0,2366.0,,3700.0,4660.0,3910.0,1240.0,493.0,157.0,11.4
F23488+2018,51:22.7,+20:34:55.4,2.277468e+24,0.01848,GOALS,,21310.0,24320.0,17460.0,6398.0,2410.0,790.0,,960.0,1080.0,750.0,375.0,140.0,44.0,11.5
1,10:17:39.66,+22:48:35.9,5.181394e+23,0.00408829219479653,Cortese,,,748.0,932.0,464.77208880300003,197.401552,72.06942599999999,,,168.99999999999997,79.0,34.697013252000005,27.250404,15.904349999999999,
2,10:20:57.13,+25:21:53.4,5.6905840000000006e+23,0.004490060040026685,Cortese,,,2439.0,2808.0000000000005,1084.74802183,452.01958799999994,139.04945999999998,,,226.99999999999997,179.0,54.563851485,33.899128,16.540523999999998,
5,10:26:28.37,+20:13:41.5,5.1567060000000005e+23,0.004068812541694463,Cortese,,,4502.0,5563.0,2556.946024974,1067.354312,328.629312,,,331.0,528.0,53.16477837,41.765223999999996,22.26609,
6,10:27:01.16,+28:38:21.9,5.829454e+23,0.004599633088725817,Cortese,,,275.0,483.0,577.630653413,360.623044,166.677588,,,140.0,85.0,66.782423356,58.714788,34.807806,
8,10:29:19.92,+29:29:29.2,5.9775820000000006e+23,0.004716511007338225,Cortese,,,2878.0,4641.0,3714.166034161,2108.769236,927.90522,,,1092.0,1041.0,278.975179131,141.12150799999998,50.621274,
9,10:32:55.45,+28:30:42.2,6.236806000000001e+23,0.00492104736490994,Cortese,,,1948.0000000000002,3037.0,1337.327354858,543.6034199999999,166.31405999999998,,,397.0,523.0,78.53463752200001,56.373688,28.446066,
11,10:34:47.31,+21:38:54.0,5.841798e+23,0.0046093729152768504,Cortese,,,5192.0,6148.0,3210.592984302,1505.79552,554.83461,,,300.0,409.0,65.66316486400001,45.323696,22.902264,
13,10:36:16.25,+37:19:28.9,6.934242e+23,0.0054713475650433625,Cortese,,,19809.0,25224.0,11497.303044447,4932.884988,1714.2162839999999,,,1321.9999999999998,1716.9999999999998,123.211705661,102.727468,41.442192,
15,10:42:07.54,+13:44:49.2,5.7307020000000006e+23,0.004521714476317546,Cortese,,,13120.0,20386.0,12027.36521195,5873.35168,2220.9743160000003,,,2907.0,2276.9999999999995,717.631236454,431.41790799999995,259.558992,
16,10:43:38.91,+14:52:18.7,5.5548e+23,0.00438292194796531,Cortese,,,5688.0,10294.0,5219.47543436,2436.7105239999996,897.550632,,,695.0,785.0,176.28321249,163.783356,59.800355999999994,
17,10:47:04.05,+17:16:25.3,5.64738e+23,0.004455970647098065,Cortese,,,10209.0,12793.0,6235.948688178,2783.0060359999998,1067.3182080000001,,,872.0,832.0000000000001,180.293888753,114.05839199999998,53.165969999999994,
18,10:48:12.17,+28:36:06.5,7.070026000000001e+23,0.005578485657104736,Cortese,,,1465.0,2015.0000000000002,1039.604595986,475.43058799999994,165.95053199999998,,,248.0,241.00000000000003,46.262684336,41.95251199999999,19.53963,
19,10:48:24.82,+34:42:41.1,7.187294e+23,0.005671014009339559,Cortese,,,4335.0,4371.0,2434.853577805,1147.513576,426.69099,,,525.0,375.0,115.19035313500001,69.671136,39.806315999999995,
21,10:51:15.81,+27:50:54.9,5.2122540000000006e+23,0.004112641761174116,Cortese,,,625.0,1084.0,513.553104746,306.122236,147.501486,,,255.0,148.00000000000003,50.926261386,43.35717199999999,20.90286,
22,10:51:16.23,+27:58:30.0,6.23372e+23,0.004918612408272182,Cortese,,,618.0,685.0,454.23240467,209.668916,93.42669599999999,,,72.00000000000001,118.00000000000001,80.773154506,56.560976,26.537543999999997,
23,10:51:46.33,+32:54:02.7,6.616384e+23,0.005220547031354237,Cortese,,,18098.0,19636.0,8276.356919094,3505.0949199999995,1163.471364,,,981.0,1075.9999999999998,115.470167758,68.921984,36.443682,
24,10:52:11.41,+32:57:01.5,6.986704e+23,0.005512741827885257,Cortese,,,10909.0,16036.999999999998,7912.131551489,3565.308012,1331.87571,,,1182.0,1577.0,265.357534145,155.91726,78.61292999999999,
26,10:52:38.34,+34:28:59.3,6.915726e+23,0.005456737825216811,Cortese,,,744.0000000000001,864.0000000000001,451.154443817,252.37058,109.14928199999999,,,98.0,106.0,31.71232394,23.130067999999998,13.450536,
27,10:53:08.11,+33:54:37.3,7.644022000000001e+23,0.006031387591727819,Cortese,,,3148.0,3173.0,1273.529620814,512.9818319999999,158.13468,,,286.00000000000006,253.0,43.557809647000006,27.624979999999997,16.35876,
28,10:54:20.86,+27:14:22.9,5.872658000000001e+23,0.004633722481654437,Cortese,,,3569.0,5184.0,2285.3392975819997,1028.772984,357.07537799999994,,,231.99999999999997,321.0,65.66316486400001,40.360564,23.447556,
29,10:54:29.45,+17:20:38.3,4.8542780000000005e+23,0.0038301867911941295,Cortese,,,2403.0,3421.9999999999995,1687.655262854,881.283684,335.536344,,,292.0,326.0,116.775969332,66.48724,42.805422,
30,10:54:31.07,+17:17:04.7,4.8727939999999996e+23,0.00384479653102068,Cortese,,,2870.0,3859.0,2153.266795526,1087.019552,458.40880799999996,,,545.0,370.0,153.991314191,86.527056,55.074492,
31,10:54:39.24,+54:18:18.8,6.057818e+23,0.004779819879919947,Cortese,,,12170.0,10630.0,5114.544950735,2332.016532,911.5464599999999,,,1183.0,1579.0,307.702813759,187.100712,89.700534,
33,11:00:02.38,+14:50:29.7,6.313956e+23,0.004981921280853904,Cortese,,,5138.0,6830.0,3230.086736371,1481.2607919999998,543.01995,,,368.0,532.0,97.28221726299999,75.94528399999999,42.805422,
34,11:02:47.32,+17:59:22.2,4.9808040000000006e+23,0.003930020013342229,Cortese,,,5002.0,8619.0,4591.571420348,2302.518672,919.907604,,,640.0,832.0000000000001,138.508238385,123.79736799999998,65.88945,
36,11:03:11.21,+27:58:21.0,6.770684000000001e+23,0.005342294863242162,Cortese,,,35556.99999999999,31358.0,11379.687631246,4444.81246,1422.3941819999998,,,1976.9999999999998,1651.0,204.917575577,111.998224,55.528902,
37,11:04:02.98,+28:02:12.5,6.051646e+23,0.00477494996664443,Cortese,,,4532.0,5327.999999999999,2355.479496414,1016.8801960000001,331.44665399999997,,,346.00000000000006,513.0,84.03765844099999,51.691488,24.629022,
38,11:06:56.63,+07:10:26.1,6.255322e+23,0.004935657104736491,Cortese,,,1818.0,1886.0,1187.4399884709999,635.093608,251.65225799999996,,,291.00000000000006,286.00000000000006,48.967559025,28.280488,19.176102,
39,11:07:03.35,+12:03:36.2,6.863264e+23,0.005415343562374917,Cortese,,,915.0,1199.0,780.4029835470001,414.74927599999995,183.30899399999998,,,210.0,332.99999999999994,53.724407616,32.869044,22.629617999999997,
40,11:09:55.94,+10:43:15.0,6.983618e+23,0.005510306871247498,Cortese,,,4478.0,4510.0,1900.127833252,822.6625399999999,280.189206,,,305.0,363.0,45.516512008,32.7754,22.356972,
41,11:14:27.25,+17:15:36.5,5.743046e+23,0.004531454302868579,Cortese,,,1418.0000000000002,1584.0,1008.1720866690001,513.075476,200.12216399999997,,,278.0,144.00000000000003,44.863611221,33.711839999999995,18.1764,
42,11:15:06.21,+14:47:13.5,5.258544e+23,0.004149166110740493,Cortese,,,12110.999999999998,18583.0,8715.759148745,4077.1661159999994,1594.252044,,,2072.0,1787.0,490.79484874200006,370.36202,131.415372,
44,11:18:17.24,+18:50:49.0,4.9406860000000006e+23,0.0038983655770513676,Cortese,,,2521.0,1982.0,1035.034290477,480.20643199999995,178.401366,,,196.99999999999997,208.00000000000003,53.631136075,35.303788,19.08522,
46,11:20:03.80,+18:21:24.5,6.585524e+23,0.005196197464976651,Cortese,,,4995.0,4900.0,1972.0401913630003,802.8100119999999,255.469302,,,272.0,284.0,49.060830566,37.832176,18.63081,
47,11:20:31.82,+26:57:48.2,6.644158e+23,0.005242461641094063,Cortese,,,2651.9999999999995,3163.0000000000005,1697.5420462,861.337512,337.80839399999996,,,465.0,509.0,122.278990251,77.72452,38.806614,
48,11:21:02.85,+53:10:11.0,5.0919e+23,0.004017678452301534,Cortese,,,29870.0,38272.0,18568.498382280002,8170.813576,2947.3941419999996,,,3057.0,3115.0,694.4998942860001,655.882576,326.17549799999995,
50,11:22:54.62,+16:35:24.5,6.613298e+23,0.0052181120747164765,Cortese,,,20970.0,22078.000000000004,8560.648576062002,3334.569196,1018.514574,,,1075.9999999999998,1141.0,81.705869916,43.919036,33.353694000000004,
51,11:23:45.49,+17:49:06.8,5.7276159999999995e+23,0.0045192795196797855,Cortese,,,4542.0,4996.0,2616.639811214,1274.9630599999998,496.4883659999999,,,423.0,582.0000000000001,99.24091962400001,89.52366399999998,27.991656,
52,11:23:55.57,+52:55:15.5,5.30792e+23,0.00418812541694463,Cortese,,,782.9999999999999,1305.0,577.257567249,258.45743999999996,101.33342999999999,,,273.99999999999994,237.0,43.651081188,40.922428,18.812573999999998,
53,11:24:26.07,+11:20:32.0,4.6722040000000003e+23,0.0036865243495663776,Cortese,,,8762.0,10815.0,5563.740692191001,2671.101456,1023.513084,,,750.0,829.0000000000001,171.80617852199998,125.67024799999999,49.348926,
54,11:26:29.80,+16:51:47.5,5.483822e+23,0.004326917945296865,Cortese,,,2819.0,3076.0,1989.388697989,901.417144,329.629014,,,577.0000000000001,537.0,117.52214166,61.617751999999996,36.171035999999994,
55,11:27:11.18,+17:01:49.0,5.1042439999999996e+23,0.004027418278852567,Cortese,,,7742.000000000001,11415.999999999998,5490.89561867,2487.6528599999997,892.824768,,,768.0,769.0,150.726810256,136.90752799999999,61.527114,
57,11:27:43.95,+17:13:26.8,5.0949860000000004e+23,0.004020113408939293,Cortese,,,12431.0,17983.0,9174.095501219,3952.9941719999997,1377.589356,,,1105.9999999999998,1255.0,233.1788525,140.559644,60.073001999999995,
59,11:28:24.01,+09:24:27.5,7.569958e+23,0.005972948632421615,Cortese,,,3801.0,5622.000000000001,3086.3552916900003,1558.9853119999998,609.545574,,,395.0,431.0,154.924029601,117.33593199999999,47.440404,
60,11:33:49.34,+53:07:31.8,4.6722040000000003e+23,0.0036865243495663776,Cortese,,,7738.0,10477.0,5260.328369318,2273.2081,785.22048,,,915.0,772.0,108.008444478,81.00206,39.261024,
61,11:36:26.47,+58:11:29.0,5.366554e+23,0.004234389593062041,Cortese,,,700.0,937.0,553.006966589,303.500204,115.601904,,,121.0,150.0,32.64503935,28.0932,18.1764,
62,11:36:33.37,+36:24:37.2,6.924984e+23,0.005464042695130088,Cortese,,,2730.0,3526.9999999999995,2025.111698192,1112.5843639999998,486.67310999999995,,,498.0,528.0,110.340233003,75.664352,42.532776,
63,11:36:48.02,+54:17:36.8,5.681326e+23,0.004482755170113409,Cortese,,,6471.0,12252.0,6894.539039179,3375.0234039999996,1293.887034,,,1150.0,1339.0,228.795090073,192.43841999999998,81.79379999999999,
64,11:40:06.84,+58:36:47.2,5.348038e+23,0.00421977985323549,Cortese,,,1333.0000000000002,1682.0,1127.7462022309999,639.963096,249.38020799999998,,,326.0,290.0,92.059010967,57.778348,24.356376,
65,11:40:53.42,+56:12:07.3,6.097936000000001e+23,0.004811474316210807,Cortese,,,1909.0,2082.0,1302.9101562290002,708.4168599999999,305.272638,,,476.00000000000006,426.0,104.091039756,60.40038,39.170142,
66,11:41:18.65,+36:32:48.3,6.471342e+23,0.0051061040693795865,Cortese,,,21540.0,23820.999999999996,9873.165701014,3973.595852,1309.8822659999998,,,1151.0,1255.0,59.134156994,40.079632,24.356376,
