Name,RA,Dec,D,z,Origin,F60,F70,F100,F160,F250,F350,F500,sigma60,sigma70,sigma100,sigma160,sigma250,sigma350,sigma500,L_IR
HATLAS J084548.9-002243,131.454105,-0.378635,4.34075491780822e+25,0.3425,H-ATLAS,,,129.94546600456536,143.92700516823305,123.769,55.393,13.938,,,41.3164,47.9445,6.554,7.498,7.74,
HATLAS J083724.1-013637,129.350615,-1.610419,1.0127583225753424e+25,0.07991,H-ATLAS,,,257.37133781904726,319.3520489787385,166.71099999999998,91.208,42.56,,,67.0673,67.9024,7.396,8.158,8.61,
HATLAS J091856.3+003503,139.734765,0.584433,2.6720039688219177e+25,0.21083,H-ATLAS,,,220.13546600456536,243.97300516823307,162.11100000000002,72.51299999999999,24.665,,,41.3164,47.9445,7.522,8.286,8.865,
HATLAS J092232.2+002707,140.634339,0.452143,2.1947110339178083e+25,0.17317,H-ATLAS,,,183.19446600456536,303.9830051682331,154.60399999999998,68.233,30.583,,,41.3164,47.9445,7.276999999999999,8.459,8.942,
HATLAS J085448.6+005102,133.702649,0.85056,1.3569770191232876e+25,0.10707,H-ATLAS,,,288.14859600978343,333.75526095259187,162.214,90.127,35.815,,,68.30590000000001,69.0428,7.364,8.177,8.699,
HATLAS J090443.7+014229,136.182369,1.708265,1.2792870113972602e+25,0.10094,H-ATLAS,,,314.2414660045654,312.4040051682331,154.59400000000002,64.183,18.018,,,41.3164,47.9445,7.226,8.040000000000001,8.687999999999999,
HATLAS J090015.3-001749,135.06378,-0.297142,2.8092605403835613e+25,0.22166,H-ATLAS,,,133.88346600456535,186.19700516823306,118.899,58.403999999999996,20.8,,,29.2151,33.9019,6.439,7.412,7.7250000000000005,
HATLAS J085625.0-010301,134.104459,-1.050382,3.6373625150684934e+24,0.0287,H-ATLAS,,,334.76857975622266,410.47315900973973,154.43200000000002,92.456,33.473000000000006,,,98.4154,92.0228,7.272,8.285,8.482999999999999,
HATLAS J083806.7+002749,129.528202,0.463744,1.0122513730958904e+25,0.07987,H-ATLAS,,,277.90846600456535,307.53100516823304,155.542,59.942,20.818,,,41.3164,47.9445,7.38,8.156,8.955,
HATLAS J083622.0-011615,129.092055,-1.271079,5.234253375342466e+24,0.0413,H-ATLAS,,,392.4964660045653,363.69600516823306,151.392,59.013999999999996,31.78,,,41.3164,47.9445,7.229,8.220999999999998,8.913,
HATLAS J091132.2+011419,137.884414,1.238826,1.9697522024109587e+25,0.15542,H-ATLAS,,,227.26246600456534,211.49100516823307,118.562,49.793,17.906,,,29.2151,33.9019,6.489,7.357,7.678,
HATLAS J090530.2+022237,136.376211,2.377179,5.822948458356164e+25,0.45945,H-ATLAS,,,267.2654660045654,262.5180051682331,160.60399999999998,81.82000000000001,30.157,,,45.448,50.3418,7.413,8.002,8.711,
HATLAS J085641.3+001128,134.17221,0.191235,2.6764397767671235e+25,0.21118,H-ATLAS,,,216.85846600456534,289.4280051682331,166.418,74.506,25.385,,,41.3164,47.9445,7.527,8.068999999999999,8.558,
HATLAS J085513.9+022230,133.808262,2.375089,1.9645559702465754e+25,0.15501,H-ATLAS,,,218.43646600456537,284.13800516823306,155.915,58.234,26.322000000000003,,,41.3164,47.9445,7.423,8.126,8.724,
HATLAS J084828.2+012349,132.117774,1.397128,6.520637679452056e+24,0.05145,H-ATLAS,,,202.60655604949594,322.06657709915936,152.51000000000002,78.631,22.43,,,86.80409999999999,83.0911,7.3309999999999995,8.253,8.689,
HATLAS J090952.9-010811,137.47072,-1.136631,3.2657685466301372e+25,0.25768,H-ATLAS,,,169.44846600456538,191.88600516823305,152.092,109.27199999999999,83.459,,,41.3164,47.9445,7.237,8.085,8.389000000000001,
HATLAS J085031.7+001909,132.632373,0.319226,6.753834439999999e+24,0.05329,H-ATLAS,,,145.92560241647064,211.7546741067991,144.114,76.621,25.633,,,85.31370000000001,81.99430000000001,7.193,8.125,8.676,
HATLAS J084100.9-010157,130.253984,-1.03253,1.3645812613150684e+25,0.10767,H-ATLAS,,,426.66846600456535,319.94600516823306,156.182,55.078,8.508,,,41.3164,47.9445,7.37,8.186,8.969,
HATLAS J085112.9+010342,132.803899,1.061683,3.376283533150685e+24,0.02664,H-ATLAS,,,531.1953460380249,441.0203270484321,155.909,80.19,49.979,,,58.6277,61.676500000000004,7.386,8.228,8.684000000000001,
HATLAS J084559.3-000346,131.497397,-0.062808,9.841156769863014e+24,0.07765,H-ATLAS,,,227.44846600456538,229.06500516823306,116.423,50.376,20.79,,,41.3164,47.9445,6.502,7.414,7.816999999999999,
HATLAS J085824.8+003606,134.603514,0.601724,1.6958727461369862e+25,0.13381,H-ATLAS,,,153.24846600456536,204.28000516823306,112.40899999999999,55.684,28.582,,,29.2151,33.9019,6.487,7.405,7.630999999999999,
HATLAS J091728.7+012924,139.369855,1.490216,1.2014702663013697e+25,0.0948,H-ATLAS,,,322.8064660045654,291.4260051682331,146.43900000000002,52.927,20.053,,,41.3164,47.9445,7.322,8.142,9.135000000000002,
HATLAS J092159.9+014646,140.499953,1.779676,3.57500772909589e+25,0.28208,H-ATLAS,,,293.39746600456533,253.58400516823303,154.18,67.87400000000001,33.706,,,41.3164,47.9445,7.373,8.238000000000001,8.709,
HATLAS J090940.8-002758,137.420217,-0.466152,8.88809174849315e+24,0.07013,H-ATLAS,,,265.5374660045654,283.8410051682331,141.43800000000002,68.861,23.796000000000003,,,41.3164,47.9445,7.188,8.162,8.586,
HATLAS J084026.7-002308,130.111656,-0.385716,5.299776595561644e+25,0.41817,H-ATLAS,,,25.223766004565356,211.44700516823306,149.60399999999998,102.023,40.833,,,41.3164,47.9445,7.345,8.068000000000001,9.081000000000001,
HATLAS J090251.4+014050,135.714342,1.680658,7.235436445479451e+24,0.05709,H-ATLAS,,,151.08030881773678,341.89977143071593,147.088,81.025,35.083999999999996,,,74.274,73.7205,7.263000000000001,8.137,8.99,
HATLAS J090706.4+004738,136.776935,0.793936,4.657091392986301e+25,0.36746,H-ATLAS,,,179.42146600456536,290.5090051682331,145.35999999999999,79.704,26.041999999999998,,,41.3164,47.9445,7.287,8.054,8.349,
HATLAS J091851.0+003823,139.712894,0.639729,7.186008871232876e+24,0.0567,H-ATLAS,,,152.21343843328208,277.5561896322295,150.93699999999998,74.547,22.418,,,93.51729999999999,88.3938,7.296,8.029,9.035,
HATLAS J092344.2-001113,140.934478,-0.187095,7.088421096438356e+24,0.05593,H-ATLAS,,,131.64346600456537,210.83600516823307,145.6,72.87100000000001,37.563,,,41.3164,47.9445,7.3340000000000005,8.256,8.745,
HATLAS J083852.5-005039,129.718755,-0.844407,1.3649614734246576e+25,0.1077,H-ATLAS,,,132.81946600456536,238.30300516823308,147.35899999999998,72.465,28.805999999999997,,,41.3164,47.9445,7.281000000000001,8.095,8.48,
HATLAS J084217.7+021222,130.573755,2.206374,1.2151579022465754e+25,0.09588,H-ATLAS,,,318.844899921637,463.8547085791603,153.113,68.31,25.068,,,64.3094,66.1731,7.531000000000001,8.139000000000001,8.657,
HATLAS J084418.4-000256,131.076854,-0.049044,6.532044042739726e+24,0.05154,H-ATLAS,,,366.2394660045654,320.6320051682331,147.807,62.56399999999999,23.275000000000002,,,41.3164,47.9445,7.412,8.267,8.751,
HATLAS J085835.1+013752,134.64636,1.631157,5.932196071178082e+25,0.46807,H-ATLAS,,,109.20246600456537,139.38100516823306,111.649,60.718,26.215,,,29.2151,33.9019,6.515,7.406000000000001,7.792999999999999,
HATLAS J083608.0-012718,129.033677,-1.455025,1.0799291286027396e+25,0.08521,H-ATLAS,,,166.25449257089198,357.88516973389653,139.048,88.767,52.972,,,104.48408458515813,89.92505692765023,7.204000000000001,8.181000000000001,8.694,
HATLAS J091926.8-011647,139.861784,-1.27994,4.314520282246575e+25,0.34043,H-ATLAS,,,188.04246600456537,253.01000516823308,146.07600000000002,58.939,31.291,,,41.3164,47.9445,7.342,8.191,8.702,
HATLAS J084725.9-005337,131.858208,-0.893777,2.0691143003835616e+25,0.16326,H-ATLAS,,,193.83346600456537,252.24100516823304,113.681,51.925,18.56,,,41.3164,47.9445,6.516,7.393000000000001,7.849,
HATLAS J091420.1+000509,138.583768,0.08607,2.563136568109589e+25,0.20224,H-ATLAS,,,299.2864660045654,203.89200516823306,111.209,61.172,29.727,,,41.3164,47.9445,6.482,7.406000000000001,7.776,
HATLAS J085728.4-005507,134.368654,-0.918887,8.890626495890411e+24,0.07015,H-ATLAS,,,248.41635688937828,454.611649543602,147.982,66.233,23.083,,,49.1374,54.6321,7.384,8.175999999999998,8.852,
HATLAS J084404.5+012241,131.018947,1.378133,9.748638489863013e+24,0.07692,H-ATLAS,,,193.45346600456537,190.46900516823305,112.905,59.015,22.952,,,29.2151,33.9019,6.4879999999999995,7.4799999999999995,7.67,
HATLAS J084840.1+010221,132.167491,1.039257,3.644966757260274e+24,0.02876,H-ATLAS,,,431.6938079976738,688.8620872260631,139.539,68.28399999999999,42.937999999999995,,,173.547,153.209,7.258,8.211,8.76,
HATLAS J091228.2+001445,138.11788,0.246087,6.908454031232877e+24,0.05451,H-ATLAS,,,228.25746600456537,261.35300516823304,109.351,45.985,8.7,,,29.2151,33.9019,6.468,7.377,7.66,
HATLAS J083902.7+022439,129.761511,2.41101,1.4213596030136986e+25,0.11215,H-ATLAS,,,313.26746600456534,322.4270051682331,147.721,55.535000000000004,25.908,,,41.3164,47.9445,7.509,8.099,8.732,
HATLAS J083743.0-012048,129.429538,-1.346838,6.131553953972603e+24,0.04838,H-ATLAS,,,153.9720655639544,258.89457310563324,145.422,79.466,35.601,,,100.083,93.3981,7.452,8.144,8.581999999999999,
HATLAS J085855.3+010113,134.730462,1.020409,1.1694057117260275e+25,0.09227,H-ATLAS,,,253.38446600456538,328.4790051682331,106.55000000000001,42.236999999999995,15.136999999999999,,,29.2151,33.9019,6.433000000000001,7.404,7.732,
HATLAS J084258.4+001223,130.743564,0.206468,6.37869182520548e+24,0.05033,H-ATLAS,,,58.937869714915756,241.95465955613554,142.283,81.012,48.391999999999996,,,117.127,107.25800000000001,7.321000000000001,8.318000000000001,8.770999999999999,
HATLAS J091059.1+000303,137.746464,0.051043,1.7318661591780821e+25,0.13665,H-ATLAS,,,151.76446600456535,165.93600516823307,110.705,71.987,31.329000000000004,,,41.3164,47.9445,6.522,7.429,7.662999999999999,
HATLAS J084236.7-001350,130.652989,-0.23081,6.322927382465754e+24,0.04989,H-ATLAS,,,272.2502934197486,376.23835591326656,147.21200000000002,81.714,26.697,,,85.5115,82.16229999999999,7.4510000000000005,8.248999999999999,8.859,
HATLAS J091713.6-012229,139.30689,-1.374878,5.1824177910684935e+25,0.40891,H-ATLAS,,,249.21546600456534,244.75500516823305,144.706,73.77799999999999,12.811,,,41.3164,47.9445,7.3629999999999995,8.137,8.687999999999999,
HATLAS J092044.4-010949,140.18506,-1.163807,2.0943350369863018e+25,0.16525,H-ATLAS,,,198.02546600456535,316.85500516823305,148.87300000000002,76.046,27.702,,,41.3164,47.9445,7.485,8.091,8.664,
HATLAS J084205.3-000109,130.522096,-0.019268,1.28727146569863e+25,0.10157,H-ATLAS,,,165.1386676612161,288.72035897209497,138.79,63.6,25.520999999999997,,,67.7462,68.6946,7.285,8.081,8.644,
HATLAS J084335.3+024011,130.897254,2.669865,6.368552835616439e+24,0.05025,H-ATLAS,,,469.2970685431473,409.8379707985893,143.043,63.93,37.171,,,61.2884,63.684599999999996,7.36,8.277,8.73,
HATLAS J085753.1+012332,134.471632,1.392433,8.98821427068493e+24,0.07092,H-ATLAS,,,250.08946600456534,258.4570051682331,105.573,38.798,7.068,,,29.2151,33.9019,6.457,7.393000000000001,7.704,
HATLAS J084826.4+010400,132.110196,1.066919,3.591737061917808e+24,0.02834,H-ATLAS,,,106.9157112943828,336.8613490895778,134.542,79.21000000000001,44.187999999999995,,,144.13,129.406,7.212,8.301,8.564,
HATLAS J091227.2+010204,138.11369,1.034703,4.916776263835616e+25,0.38795,H-ATLAS,,,93.83506600456536,146.88300516823307,106.488,77.955,36.781,,,29.2151,33.9019,6.441,7.4190000000000005,7.615,
HATLAS J090359.6-004555,135.998545,-0.765539,3.016095928e+25,0.23798,H-ATLAS,,,109.70546600456537,230.08000516823307,144.896,89.036,42.827999999999996,,,41.3164,47.9445,7.4159999999999995,8.014000000000001,8.732999999999999,
HATLAS J084139.5+015346,130.414598,1.896125,9.344346280000001e+24,0.07373,H-ATLAS,,,483.98846600456534,404.7650051682331,147.595,64.64699999999999,43.952999999999996,,,41.3164,47.9445,7.429,8.134,8.732,
HATLAS J085250.9-010000,133.21219,-1.000204,7.361958361813699e+25,0.580883,H-ATLAS,,,126.79646600456535,101.45400516823307,145.35899999999998,117.868,58.861999999999995,,,45.448,50.3418,7.398,8.126,8.908,
HATLAS J090208.2+000935,135.534209,0.159938,5.3039589287671226e+25,0.4185,H-ATLAS,,,191.43646600456535,210.28900516823307,143.08599999999998,59.89,33.813,,,29.2151,33.9019,7.3340000000000005,8.068999999999999,8.220999999999998,
HATLAS J090947.1-003908,137.446521,-0.652311,6.905919283835617e+24,0.05449,H-ATLAS,,,303.78546600456536,237.60300516823307,136.806,71.05300000000001,14.954,,,41.3164,47.9445,7.257000000000001,8.009,8.334,
HATLAS J083734.1-014016,129.39211,-1.671278,6.610621212054794e+24,0.05216,H-ATLAS,,,227.35846600456534,288.69600516823306,145.784,79.279,37.781,,,41.3164,47.9445,7.472,8.343,8.841,
HATLAS J085600.6-004820,134.002635,-0.805634,1.3994340380273974e+25,0.11042,H-ATLAS,,,160.46846600456536,234.30600516823307,138.77800000000002,79.317,48.314,,,41.3164,47.9445,7.269,8.09,8.798,
HATLAS J085653.8-003029,134.22434,-0.508118,1.628321728e+25,0.12848,H-ATLAS,,,240.31546600456537,222.58300516823306,137.896,59.169,25.291,,,41.3164,47.9445,7.303999999999999,8.453000000000001,8.889,
HATLAS J090758.7+013604,136.994865,1.601172,9.728360510684932e+24,0.07676,H-ATLAS,,,197.29846600456534,306.43000516823304,109.119,38.980000000000004,3.8960000000000004,,,41.3164,47.9445,6.581,7.4479999999999995,7.864,
HATLAS J083850.5+012417,129.710733,1.404785,3.6931269578082193e+24,0.02914,H-ATLAS,,,411.15200000000004,379.967,139.264,75.234,24.823999999999998,,,41.3164,47.9445,7.296,8.179,8.674,
HATLAS J091340.1+010056,138.417188,1.015812,5.353639977753425e+25,0.42242,H-ATLAS,,,213.47246600456535,218.75100516823306,118.574,52.362,16.943,,,41.3164,47.9445,6.764,7.669,8.024,
HATLAS J084932.7-012044,132.386524,-1.345681,7.160661397260274e+24,0.0565,H-ATLAS,,,195.35246600456534,266.659005168233,136.042,65.651,33.649,,,41.3164,47.9445,7.339,8.142,8.667,
HATLAS J085337.2+014303,133.405359,1.717644,7.374847552328767e+24,0.05819,H-ATLAS,,,189.66446600456536,296.546005168233,138.81099999999998,61.032000000000004,27.787,,,41.3164,47.9445,7.396,8.193000000000001,8.66,
HATLAS J085805.9+000846,134.524837,0.146227,6.736091208219178e+24,0.05315,H-ATLAS,,,227.83051481562853,267.80253016094116,124.964,55.364999999999995,14.527999999999999,,,61.4781,58.8377,6.881,7.727,7.9590000000000005,
HATLAS J091800.5-003626,139.502359,-0.607336,4.089688188109589e+25,0.32269,H-ATLAS,,,241.79246600456537,295.9030051682331,139.304,63.914,20.798000000000002,,,41.3164,47.9445,7.409,8.296,8.562999999999999,
HATLAS J085429.5-003828,133.623311,-0.641289,4.972794181315068e+25,0.39237,H-ATLAS,,,148.39546600456535,208.15200516823307,140.546,63.21300000000001,10.834,,,41.3164,47.9445,7.287,8.196,8.421,
HATLAS J091342.0+001736,138.425273,0.29346,8.507879638904109e+25,0.6713,H-ATLAS,,,34.816866004565355,114.21200516823308,104.499,65.249,29.047,,,29.2151,33.9019,6.5,7.402,7.683,
HATLAS J091849.6-004702,139.706843,-0.78408,9.389971733150684e+24,0.07409,H-ATLAS,,,25.071720359049735,96.99924566472545,133.011,72.643,38.154,,,60.7758,63.24720000000001,7.168,8.138,8.866000000000001,
HATLAS J085012.4+003926,132.551919,0.657377,5.396477208767123e+24,0.04258,H-ATLAS,,,-101.34594768737257,196.68822807825356,135.449,75.223,46.302,,,82.3562,79.7355,7.278,8.236,8.929,
HATLAS J085144.1+014214,132.933947,1.703908,3.697309291013698e+25,0.29173,H-ATLAS,,,47.09826600456535,127.34000516823308,140.991,109.185,59.552,,,45.448,50.3418,7.453,8.147,8.586,
HATLAS J084359.1+011129,130.996348,1.191448,1.9309705672328766e+25,0.15236,H-ATLAS,,,88.36566600456536,199.76800516823306,100.425,46.553999999999995,12.788,,,29.2151,33.9019,6.464,7.479,7.8309999999999995,
HATLAS J092013.7+003034,140.057362,0.509533,2.6082550717808224e+25,0.2058,H-ATLAS,,,401.098,299.618,139.223,61.632,1.3719999999999999,,,41.3164,47.9445,7.5040000000000004,8.265,8.561,
HATLAS J084640.4+015306,131.668387,1.885114,5.303451979287671e+25,0.41846,H-ATLAS,,,126.50846600456536,134.33300516823306,135.126,77.91,27.351,,,29.2151,33.9019,7.2940000000000005,8.21,9.121,
HATLAS J091804.9+021012,139.520634,2.170199,5.371890159013698e+25,0.42386,H-ATLAS,,,291.98746600456536,250.4890051682331,136.911,72.083,9.879999999999999,,,41.3164,47.9445,7.388999999999999,8.075000000000001,8.593,
HATLAS J083607.6-002920,129.03208,-0.489134,7.272190282739726e+24,0.05738,H-ATLAS,,,176.75246600456535,280.86000516823304,134.589,56.224999999999994,24.669,,,41.3164,47.9445,7.3309999999999995,8.139000000000001,8.929,
HATLAS J091140.1-004827,137.917244,-0.807646,2.083055411068493e+25,0.16436,H-ATLAS,,,259.83346600456537,287.4550051682331,115.16600000000001,44.331,1.345,,,41.3164,47.9445,6.821,7.602,7.944,
HATLAS J091504.6+003147,138.769477,0.529998,4.236323325041096e+25,0.33426,H-ATLAS,,,244.35646600456536,164.56400516823308,132.19,68.636,35.19,,,41.3164,47.9445,7.278,8.162,8.649000000000001,
HATLAS J090156.5+013153,135.48554,1.531397,1.6626675552328766e+25,0.13119,H-ATLAS,,,171.73846600456537,223.76900516823306,133.883,52.419,27.828,,,41.3164,47.9445,7.287,8.033999999999999,8.461,
HATLAS J083733.8+000055,129.390938,0.015443,4.846056811452055e+25,0.38237,H-ATLAS,,,198.32246600456534,233.23200516823306,126.85499999999999,56.708,14.874,,,41.3164,47.9445,7.193,8.338999999999999,8.848999999999998,
HATLAS J090854.4+012555,137.226892,1.432116,2.0797602394520548e+24,0.01641,H-ATLAS,,,222.85885124891996,75.14052363241017,100.823,57.709,39.735,,,103.392,96.179,6.4910000000000005,7.37,7.688000000000001,
HATLAS J091743.5+012932,139.431615,1.492417,6.795657772054795e+24,0.05362,H-ATLAS,,,118.74447731921077,3.901056219970584,139.41500000000002,76.473,35.976,,,145.12800000000001,130.248,7.417,8.045,8.475999999999999,
HATLAS J091232.8-002728,138.136747,-0.457966,5.675299422465753e+25,0.4478,H-ATLAS,,,165.07546600456536,213.89100516823305,100.414,52.149,16.605999999999998,,,29.2151,33.9019,6.4270000000000005,7.513,7.754,
HATLAS J083856.8-010409,129.736931,-1.069386,6.624562322739726e+24,0.05227,H-ATLAS,,,139.54246600456534,280.74000516823304,140.0,69.052,25.627,,,41.3164,47.9445,7.431,8.103000000000002,8.493,
HATLAS J084210.3+013554,130.543091,1.598573,7.053720404569863e+25,0.556562,H-ATLAS,,,90.02946600456536,93.22470516823307,106.288,62.597,30.445,,,45.448,50.3418,6.6129999999999995,7.612,7.907000000000001,
HATLAS J083612.7-002644,129.05316,-0.445698,4.577373587342465e+25,0.36117,H-ATLAS,,,125.15546600456537,179.75900516823307,131.95399999999998,63.902,31.773000000000003,,,41.3164,47.9445,7.335999999999999,8.16,9.03,
HATLAS J083811.9+005414,129.549776,0.904131,3.6110011421369863e+25,0.28492,H-ATLAS,,,117.24946600456536,297.4050051682331,137.215,69.419,30.331,,,41.3164,47.9445,7.397,8.036,8.62,
HATLAS J090012.7-003813,135.053303,-0.637123,6.039289148712328e+25,0.47652,H-ATLAS,,,70.76816600456536,72.63290516823307,103.409,69.775,26.498,,,32.1366,35.596999999999994,6.547,7.429,7.628,
HATLAS J083814.5+002107,129.560745,0.352031,5.297622060273972e+24,0.0418,H-ATLAS,,,332.3810529491827,291.0471514150351,136.69400000000002,79.776,41.139,,,84.5562,81.3508,7.375,8.156,8.825,
HATLAS J091924.0+001944,139.850403,0.329064,4.584470880054794e+25,0.36173,H-ATLAS,,,135.27146600456535,187.66000516823306,140.343,62.074999999999996,26.238999999999997,,,41.3164,47.9445,7.404,8.11,8.521,
HATLAS J085610.6+022040,134.044242,2.344468,1.3168012728767123e+25,0.1039,H-ATLAS,,,213.44846600456535,226.11500516823307,133.913,80.77900000000001,49.544,,,41.3164,47.9445,7.413,8.224,8.536,
HATLAS J091815.3-004428,139.563887,-0.741317,8.340586310684931e+24,0.06581,H-ATLAS,,,285.06046600456534,327.65800516823305,131.635,65.578,24.383,,,41.3164,47.9445,7.289000000000001,8.076,8.687999999999999,
HATLAS J091530.4-012252,138.876762,-1.38124,7.013646048219178e+24,0.05534,H-ATLAS,,,168.95346600456534,204.54100516823306,128.225,47.010999999999996,17.076999999999998,,,41.3164,47.9445,7.2909999999999995,8.263,8.712,
HATLAS J092048.8+010254,140.203428,1.048565,1.7777450870684933e+25,0.14027,H-ATLAS,,,78.1929,216.326,121.95400000000001,90.009,42.105,,,45.448,50.3418,7.1240000000000006,8.029,8.905,
HATLAS J083711.0+013736,129.296176,1.626728,1.3264333129863016e+25,0.10466,H-ATLAS,,,199.54846600456537,307.6590051682331,131.026,45.997,21.208000000000002,,,41.3164,47.9445,7.392,8.112,8.684000000000001,
HATLAS J090529.9-011558,136.374828,-1.266365,1.22922575030137e+25,0.09699,H-ATLAS,,,273.93746600456535,255.1630051682331,127.438,56.451,25.217,,,41.3164,47.9445,7.261,8.248999999999999,8.466,
HATLAS J091527.8-012925,138.866196,-1.490418,7.021250290410958e+24,0.0554,H-ATLAS,,,183.35617024935783,403.25605544995517,130.282,68.922,22.283,,,61.75,64.2986,7.2989999999999995,8.302999999999999,8.749,
HATLAS J090254.3-013456,135.726391,-1.582429,5.914833051506849e+24,0.04667,H-ATLAS,,,344.0274660045653,270.75100516823306,126.226,48.239,10.431,,,41.3164,47.9445,7.241,8.119,8.607999999999999,
HATLAS J090446.2+012603,136.192796,1.434244,4.52541126569863e+25,0.35707,H-ATLAS,,,122.36446600456536,136.44500516823308,126.051,72.85600000000001,41.86,,,41.3164,47.9445,7.144,7.976000000000001,8.556,
HATLAS J085006.7-014748,132.52796,-1.79667,7.13151180219178e+24,0.05627,H-ATLAS,,,284.6524660045653,268.5350051682331,131.801,62.043,22.131999999999998,,,41.3164,47.9445,7.303,8.11,8.79,
HATLAS J084813.5+004541,132.056447,0.761633,1.405263957041096e+25,0.11088,H-ATLAS,,,95.24316600456535,219.41500516823305,131.409,61.080000000000005,32.173,,,29.2151,33.9019,7.364,8.092,8.713000000000001,
HATLAS J092425.5+003603,141.106569,0.601054,6.9895659479452046e+25,0.5515,H-ATLAS,,,114.44246600456536,244.73700516823308,130.103,83.912,33.917,,,45.448,50.3418,7.2940000000000005,8.120000000000001,8.548,
HATLAS J085607.1-002448,134.029945,-0.41337,3.0145750795616435e+25,0.23786,H-ATLAS,,,129.49646600456535,241.72100516823306,124.392,57.433,22.297,,,41.3164,47.9445,7.165,8.101,8.692,
HATLAS J090212.7+015001,135.553297,1.833658,3.4456088744657537e+25,0.27187,H-ATLAS,,,113.06646600456536,198.62700516823307,129.31699999999998,60.162,24.235,,,41.3164,47.9445,7.3309999999999995,8.023000000000001,8.276,
HATLAS J085200.5-005227,133.002458,-0.874431,5.965527999452054e+24,0.04707,H-ATLAS,,,216.30446600456534,269.9270051682331,125.89,56.852,32.145,,,41.3164,47.9445,7.208,8.198,8.911999999999999,
HATLAS J085236.3-011824,133.151299,-1.306688,1.2569812343013698e+25,0.09918,H-ATLAS,,,179.44746600456534,297.6270051682331,125.866,51.919,22.456,,,41.3164,47.9445,7.3229999999999995,8.356,8.717,
HATLAS J084343.9-001243,130.933086,-0.212166,6.334333745753424e+24,0.04998,H-ATLAS,,,207.41046600456536,203.66900516823307,127.07199999999999,51.912,24.383,,,41.3164,47.9445,7.3709999999999996,8.059999999999999,8.711,
HATLAS J085534.3-004938,133.893046,-0.82728,4.99978924109589e+24,0.03945,H-ATLAS,,,330.1144660045653,344.8270051682331,135.365,64.65,16.892999999999997,,,41.3164,47.9445,7.444,8.145,8.748000000000001,
HATLAS J084055.2+001819,130.230288,0.305532,4.916015839616438e+25,0.38789,H-ATLAS,,,64.34926600456537,219.25600516823306,121.848,105.824,54.611,,,45.448,50.3418,7.183,8.356,8.848999999999998,
HATLAS J090545.2-001135,136.438589,-0.193328,9.682735057534244e+24,0.0764,H-ATLAS,,,265.5851869181022,323.85148824526743,125.47800000000001,68.55,26.126,,,49.0747,54.2513,7.314,7.993,8.42,
HATLAS J092140.3-005825,140.418041,-0.973659,1.700815503561644e+25,0.1342,H-ATLAS,,,152.54146600456536,226.41700516823306,127.79599999999999,55.109,29.822000000000003,,,41.3164,47.9445,7.401,8.126,8.738,
HATLAS J083850.9+002053,129.712193,0.348147,9.959022523835615e+24,0.07858,H-ATLAS,,,177.42646600456536,175.90600516823307,123.977,53.397,21.433,,,41.3164,47.9445,7.286,8.171,8.876999999999999,
HATLAS J085444.7+005840,133.686475,0.977938,1.3529214232876712e+25,0.10675,H-ATLAS,,,127.97046600456535,294.28000516823306,134.343,72.34500000000001,36.175,,,41.3164,47.9445,7.402,8.08,8.779,
HATLAS J083947.4+015035,129.947514,1.843148,1.7611424916164382e+25,0.13896,H-ATLAS,,,293.40546600456537,283.1390051682331,131.381,70.592,37.058,,,41.3164,47.9445,7.453,8.219000000000001,8.540000000000001,
HATLAS J090752.2+021126,136.967783,2.190601,1.2552069111232877e+25,0.09904,H-ATLAS,,,172.63846600456537,228.89000516823307,126.56500000000001,57.138,16.669,,,41.3164,47.9445,7.222,8.09,8.525,
HATLAS J091955.7+003827,139.982485,0.640853,7.156859276164384e+24,0.05647,H-ATLAS,,,118.6218669357896,224.3011695941165,123.117,77.364,37.18,,,78.8091,76.8245,7.316999999999999,8.091,8.437999999999999,
HATLAS J083911.6+020512,129.79867,2.086845,3.36094831139726e+25,0.26519,H-ATLAS,,,232.84846600456535,274.04200516823306,124.99499999999999,52.143,13.167,,,41.3164,47.9445,7.306,8.108,8.753,
HATLAS J083832.1+011706,129.634124,1.28513,1.980271404109589e+25,0.15625,H-ATLAS,,,203.57046600456536,261.45900516823303,127.71199999999999,60.322,22.24,,,41.3164,47.9445,7.342,8.256,8.869,
HATLAS J085307.2-004954,133.28038,-0.831705,5.71636233030137e+25,0.45104,H-ATLAS,,,217.12646600456537,186.45700516823308,128.38,60.254000000000005,21.661,,,41.3164,47.9445,7.479,8.332,9.153,
HATLAS J092348.4+011907,140.952056,1.318877,7.477885034027398e+25,0.59003,H-ATLAS,,,97.42566600456536,43.965505168233065,125.75800000000001,115.24,69.997,,,41.3164,47.9445,7.276000000000001,8.074,8.683,
HATLAS J083924.8+004122,129.853661,0.689601,9.870306364931507e+24,0.07788,H-ATLAS,,,189.03831704939157,277.24488944201914,129.463,70.137,34.022999999999996,,,71.273,71.2768,7.397,8.189,8.67,
HATLAS J085441.4+005357,133.672797,0.899318,5.222847012054794e+24,0.04121,H-ATLAS,,,320.5444660045654,329.16700516823306,134.522,63.900999999999996,17.125,,,41.3164,47.9445,7.551,8.028,8.691,
HATLAS J084057.0-000715,130.237895,-0.120971,6.452199499726027e+24,0.05091,H-ATLAS,,,229.67946600456534,341.0790051682331,134.356,63.92,31.75,,,41.3164,47.9445,7.639,8.055,8.661999999999999,
